id при поиске;Публикация;Цитируется;Ф.;И.;О.;;;год. расч.;год уточн.;Год;по теме;актуально;Организация
25;"FINDING A LIST OF BEST PATHS IN A TRELLIS Schmidt G., Sidorenko V.R., Bossert M., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings Proceedings - 2004 IEEE International Symposium on Information Theory. Сер. ""Proceedings - 2004 IEEE International Symposium on Information Theory"" sponsors: Institute of Electrical and Electronics Engineers. Chicago, IL, 2004. С. 557.";1;Зяблов;В;В;Зяблов В. В.;"FINDING A LIST OF BEST PATHS IN A TRELLIS Schmidt G., Sidorenko V.R., Bossert M., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings Proceedings - 2004 IEEE International Symposium on Information Theory. Сер. ""Proceedings - 2004 IEEE International Symposium on Information Theory"" sponsors: Institute of Electrical and Electronics Engineers. Chicago, IL, 2004. С. 557. ";2004    2004;2004;2004;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
26;"NOVEL APPROACH FOR DESIGNING INSULATION OF MEDIUM VOLTAGE RECLOSERS Chaly A.M., Chervinskiy O.I., Shimchenko V.G., Zyablov V.V., Benzoruk S.V. В сборнике: IEE Conference Publication Eighteenth International Conference and Exhibition on Electricity Distribution, CIRED 2005, Technical Reports - Session 1: Network Components. Сер. ""Eighteenth International Conference and Exhibition on Electricity Distribution, CIRED 2005, Technical Reports - Session 1: Network Components"" Turin, 2005. С. 319-322.";0;Зяблов;В;В;Зяблов В. В.;"NOVEL APPROACH FOR DESIGNING INSULATION OF MEDIUM VOLTAGE RECLOSERS Chaly A.M., Chervinskiy O.I., Shimchenko V.G., Zyablov V.V., Benzoruk S.V. В сборнике: IEE Conference Publication Eighteenth International Conference and Exhibition on Electricity Distribution, CIRED 2005, Technical Reports - Session 1: Network Components. Сер. ""Eighteenth International Conference and Exhibition on Electricity Distribution, CIRED 2005, Technical Reports - Session 1: Network Components"" Turin, 2005. С. 319-322. ";2005    ;;2005    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
27;"UNEQUAL ERROR PROTECTION EXPLAINED BY STATE-TRANSITION GRAPHS Pavlushkov V., Johannesson R., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings 2005 IEEE International Symposium on Information Theory, ISIT 05. Сер. ""Proceedings of the 2005 IEEE International Symposium on Information Theory, ISIT 05"" sponsors: IEEE Information Theory Society, Australian Government, Dept. of Educ., Sci. and Training, NSF, National ICT Australia Ltd., IBM Research. Adelaide, 2005. С. 2236-2240.";0;Зяблов;В;В;Зяблов В. В.;"UNEQUAL ERROR PROTECTION EXPLAINED BY STATE-TRANSITION GRAPHS Pavlushkov V., Johannesson R., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings 2005 IEEE International Symposium on Information Theory, ISIT 05. Сер. ""Proceedings of the 2005 IEEE International Symposium on Information Theory, ISIT 05"" sponsors: IEEE Information Theory Society, Australian Government, Dept. of Educ., Sci. and Training, NSF, National ICT Australia Ltd., IBM Research. Adelaide, 2005. С. 2236-2240. ";2005    2005;2005;2005;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
28;"ASYMPTOTICALLY GOOD WOVEN CODES WITH FIXED CONSTITUENT CONVOLUTIONAL CODES Bocharova I.E., Kudryashov B.D., Johannesson R., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings 2007 IEEE International Symposium on Information Theory, ISIT 2007. Сер. ""Proceedings - 2007 IEEE International Symposium on Information Theory, ISIT 2007"" sponsors: IEEE Information Theory Society. Nice, 2007. С. 2326-2330.";6;Зяблов;В;В;Зяблов В. В.;"ASYMPTOTICALLY GOOD WOVEN CODES WITH FIXED CONSTITUENT CONVOLUTIONAL CODES Bocharova I.E., Kudryashov B.D., Johannesson R., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings 2007 IEEE International Symposium on Information Theory, ISIT 2007. Сер. ""Proceedings - 2007 IEEE International Symposium on Information Theory, ISIT 2007"" sponsors: IEEE Information Theory Society. Nice, 2007. С. 2326-2330. ";2007    2007;2007;2007;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
29;ERASURE CORRECTION BY LOW-DENSITY CODES Zyablov V.V., Rybin P.S. Problems of Information Transmission. 2009. Т. 45. № 3. С. 204-220.;2;Зяблов;В;В;Зяблов В. В.;ERASURE CORRECTION BY LOW-DENSITY CODES Zyablov V.V., Rybin P.S. Problems of Information Transmission. 2009. Т. 45. № 3. С. 204-220. ;2009    ;;2009    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
30;WOVEN GRAPH CODES: ASYMPTOTIC PERFORMANCES AND EXAMPLES Bocharova I.E., Kudryashov B.D., Johannesson R., Zyablov V.V. IEEE Transactions on Information Theory. 2010. Т. 56. № 1. С. 121-129.;6;Зяблов;В;В;Зяблов В. В.;WOVEN GRAPH CODES: ASYMPTOTIC PERFORMANCES AND EXAMPLES Bocharova I.E., Kudryashov B.D., Johannesson R., Zyablov V.V. IEEE Transactions on Information Theory. 2010. Т. 56. № 1. С. 121-129. ;2010    ;;2010    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
31;ASYMPTOTIC ESTIMATION OF THE FRACTION OF ERRORS CORRECTABLE BY Q-ARY LDPC CODES Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2010. Т. 46. № 2. С. 142-159.;13;Зяблов;В;В;Зяблов В. В.;ASYMPTOTIC ESTIMATION OF THE FRACTION OF ERRORS CORRECTABLE BY Q-ARY LDPC CODES Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2010. Т. 46. № 2. С. 142-159. ;2010    ;;2010    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
32;MULTITRIAL DECODING OF CONCATENATED CODES USING FIXED THRESHOLDS Senger C., Bossert M., Sidorenko V.R., Zyablov V.V. Problems of Information Transmission. 2010. Т. 46. № 2. С. 127-141.;5;Зяблов;В;В;Зяблов В. В.;MULTITRIAL DECODING OF CONCATENATED CODES USING FIXED THRESHOLDS Senger C., Bossert M., Sidorenko V.R., Zyablov V.V. Problems of Information Transmission. 2010. Т. 46. № 2. С. 127-141. ;2010    ;;2010    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
33;"OPTIMAL THRESHOLDS FOR GMD DECODING WITH ?+1/?-EXTENDED BOUNDED DISTANCE DECODERS Senger C., Sidorenko V.R., Bossert M., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings 2010 IEEE International Symposium on Information Theory, ISIT 2010. Сер. ""2010 IEEE International Symposium on Information Theory, ISIT 2010 - Proceedings"" sponsors: Inf. Theory Soc. Inst. Electr. Electron. Eng.. Austin, TX, 2010. С. 1100-1104.";3;Зяблов;В;В;Зяблов В. В.;"OPTIMAL THRESHOLDS FOR GMD DECODING WITH ?+1/?-EXTENDED BOUNDED DISTANCE DECODERS Senger C., Sidorenko V.R., Bossert M., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings 2010 IEEE International Symposium on Information Theory, ISIT 2010. Сер. ""2010 IEEE International Symposium on Information Theory, ISIT 2010 - Proceedings"" sponsors: Inf. Theory Soc. Inst. Electr. Electron. Eng.. Austin, TX, 2010. С. 1100-1104. ";2010    2010;2010;2010;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
34;АЛГОРИТМ ДЕКОДИРОВАНИЯ С ВВОДОМ СТИРАНИЙ ДЛЯ МПП -КОДОВ, ПОСТРОЕННЫХ НАД ПОЛЕМ GF(Q) Зяблов В.В., Рыбин П.С., Фролов А.А. Информационно-управляющие системы. 2011. № 1. С. 62-68.;1;Зяблов;В;В;Зяблов В. В.;АЛГОРИТМ ДЕКОДИРОВАНИЯ С ВВОДОМ СТИРАНИЙ ДЛЯ МПП -КОДОВ, ПОСТРОЕННЫХ НАД ПОЛЕМ GF(Q) Зяблов В.В., Рыбин П.С., Фролов А.А. Информационно-управляющие системы. 2011. № 1. С. 62-68. ;2011    ;;2011    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
35;ON THE ERROR CORRECTING CAPABILITY OF CONVOLUTIONAL CODES: OLD AND NEW Handlery M., Johannesson R., Zyablov V.V. В сборнике: ITG-Fachbericht 4th International ITG Conference on Source and Channel Coding. sponsors: Informationstechnische Gesellschaft im VDE (ITG), Information Technology Society within VDE, Berlin University of Technology, European Association for Signal, Speech and Image Processing, BB Academy of Sciences and Humanities. Berlin, 2002. С. 11-18.;0;Зяблов;В;В;Зяблов В. В.;ON THE ERROR CORRECTING CAPABILITY OF CONVOLUTIONAL CODES: OLD AND NEW Handlery M., Johannesson R., Zyablov V.V. В сборнике: ITG-Fachbericht 4th International ITG Conference on Source and Channel Coding. sponsors: Informationstechnische Gesellschaft im VDE (ITG), Information Technology Society within VDE, Berlin University of Technology, European Association for Signal, Speech and Image Processing, BB Academy of Sciences and Humanities. Berlin, 2002. С. 11-18. ;2002    ;;2002    ;1;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
36;SPECIAL SEQUENCES AS SUBCODES OF REED-SOLOMON CODES Davydov A.A., Zyablov V.V., Kalimullin R.E. Problems of Information Transmission. 2010. Т. 46. № 4. С. 321-345.;2;Зяблов;В;В;Зяблов В. В.;SPECIAL SEQUENCES AS SUBCODES OF REED-SOLOMON CODES Davydov A.A., Zyablov V.V., Kalimullin R.E. Problems of Information Transmission. 2010. Т. 46. № 4. С. 321-345. ;2010    ;;2010    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
37;ADAPTIVE SINGLE-TRIAL ERROR/ERASURE DECODING OF BINARY CODES Senger C., Sidorenko V.R., Schober S., Bossert M., Zyablov V.V. В сборнике: ISITA/ISSSTA 2010 - 2010 International Symposium on Information Theory and Its Applications 2010 20th International Symposium on Information Theory and Its Applications, ISITA 2010 and the 2010 20th International Symposium on Spread Spectrum Techniques and Applications, ISSSTA 2010. sponsors: Society of Information Theory and Its Applications (SITA), National Science Council, Bureau of Foreign Trade, MOEA, Chunghwa Telecom Co., Ltd, Inf. Commun. Res. Lab. Ind. Technol.. Taichung, 2010. С. 267-272.;0;Зяблов;В;В;Зяблов В. В.;ADAPTIVE SINGLE-TRIAL ERROR/ERASURE DECODING OF BINARY CODES Senger C., Sidorenko V.R., Schober S., Bossert M., Zyablov V.V. В сборнике: ISITA/ISSSTA 2010 - 2010 International Symposium on Information Theory and Its Applications 2010 20th International Symposium on Information Theory and Its Applications, ISITA 2010 and the 2010 20th International Symposium on Spread Spectrum Techniques and Applications, ISSSTA 2010. sponsors: Society of Information Theory and Its Applications (SITA), National Science Council, Bureau of Foreign Trade, MOEA, Chunghwa Telecom Co., Ltd, Inf. Commun. Res. Lab. Ind. Technol.. Taichung, 2010. С. 267-272. ;2010    2010;2010;2010;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
38;ADAPTIVE SINGLE-TRIAL ERROR/ERASURE DECODING OF REED-SOLOMON CODES Senger C., Sidorenko V.R., Schober S., Bossert M., Zyablov V.V. В сборнике: 12th Canadian Workshop on Information Theory, CWIT 2011 sponsors: IEEE, Canadian Society of Information Theory (CSIT), UBC, Faculty of Applied Science, RIM. Kelowna, BC, 2011. С. 47-51.;0;Зяблов;В;В;Зяблов В. В.;ADAPTIVE SINGLE-TRIAL ERROR/ERASURE DECODING OF REED-SOLOMON CODES Senger C., Sidorenko V.R., Schober S., Bossert M., Zyablov V.V. В сборнике: 12th Canadian Workshop on Information Theory, CWIT 2011 sponsors: IEEE, Canadian Society of Information Theory (CSIT), UBC, Faculty of Applied Science, RIM. Kelowna, BC, 2011. С. 47-51. ;2011    ;;2011    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
39;КОНСТРУКЦИЯ ПЛЕТЕНЫХ СВЕРТОЧНЫХ КОДОВ НА БАЗЕ КОДОВ ПРОВЕРКИ НА ЧЕТНОСТЬ С ОДНИМ ПРОВЕРОЧНЫМ СИМВОЛОМ Кондрашов К.А., Зяблов В.В. Информационно-управляющие системы. 2011. № 5. С. 53-60.;3;Зяблов;В;В;Зяблов В. В.;КОНСТРУКЦИЯ ПЛЕТЕНЫХ СВЕРТОЧНЫХ КОДОВ НА БАЗЕ КОДОВ ПРОВЕРКИ НА ЧЕТНОСТЬ С ОДНИМ ПРОВЕРОЧНЫМ СИМВОЛОМ Кондрашов К.А., Зяблов В.В. Информационно-управляющие системы. 2011. № 5. С. 53-60. ;2011    ;;2011    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
41;СРАВНЕНИЕ РАЗЛИЧНЫХ КОНСТРУКЦИЙ ДВОИЧНЫХ МПП-КОДОВ, ПОСТРОЕННЫХ НА ОСНОВЕ МАТРИЦ ПЕРЕСТАНОВОК Зяблов В.В., Иванов Ф.И., Потапов В.Г. Информационные процессы. 2012. Т. 12. № 1. С. 31-52.;2;Зяблов;В;В;Зяблов В. В.;СРАВНЕНИЕ РАЗЛИЧНЫХ КОНСТРУКЦИЙ ДВОИЧНЫХ МПП-КОДОВ, ПОСТРОЕННЫХ НА ОСНОВЕ МАТРИЦ ПЕРЕСТАНОВОК Зяблов В.В., Иванов Ф.И., Потапов В.Г. Информационные процессы. 2012. Т. 12. № 1. С. 31-52. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
42;КОДЫ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК НА ЧЕТНОСТЬ, ОСНОВАННЫЕ НА ПОЛЯХ ГАЛУА Иванов Ф.И., Зяблов В.В., Потапов В.Г. Информационные процессы. 2012. Т. 12. № 1. С. 68-83.;0;Зяблов;В;В;Зяблов В. В.;КОДЫ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК НА ЧЕТНОСТЬ, ОСНОВАННЫЕ НА ПОЛЯХ ГАЛУА Иванов Ф.И., Зяблов В.В., Потапов В.Г. Информационные процессы. 2012. Т. 12. № 1. С. 68-83. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
43;ОЦЕНКА ЭКСПОНЕНТЫ ВЕРОЯТНОСТИ ОШИБКИ ДЕКОДИРОВАНИЯ ОБОБЩЕННОГО МПП-КОДА СПЕЦИАЛЬНОЙ КОНСТРУКЦИИ Зяблов В.В., Рыбин П.С. Информационные процессы. 2012. Т. 12. № 1. С. 84-97.;0;Зяблов;В;В;Зяблов В. В.;ОЦЕНКА ЭКСПОНЕНТЫ ВЕРОЯТНОСТИ ОШИБКИ ДЕКОДИРОВАНИЯ ОБОБЩЕННОГО МПП-КОДА СПЕЦИАЛЬНОЙ КОНСТРУКЦИИ Зяблов В.В., Рыбин П.С. Информационные процессы. 2012. Т. 12. № 1. С. 84-97. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
44;СИГНАЛЬНО-КОДОВАЯ КОНСТРУКЦИЯ ДЛЯ СИСТЕМЫ МНОЖЕСТВЕННОГО ДОСПУПА, ИСПОЛЬЗУЮЩЕЙ ВЕКТОРНЫЙ КАНАЛ С АДДИТИВНЫМ БЕЛЫМ ГАУССОВСКИМ ШУМОМ Зяблов В.В., Фролов А.А. Информационные процессы. 2012. Т. 12. № 1. С. 98-104.;0;Зяблов;В;В;Зяблов В. В.;СИГНАЛЬНО-КОДОВАЯ КОНСТРУКЦИЯ ДЛЯ СИСТЕМЫ МНОЖЕСТВЕННОГО ДОСПУПА, ИСПОЛЬЗУЮЩЕЙ ВЕКТОРНЫЙ КАНАЛ С АДДИТИВНЫМ БЕЛЫМ ГАУССОВСКИМ ШУМОМ Зяблов В.В., Фролов А.А. Информационные процессы. 2012. Т. 12. № 1. С. 98-104. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
45;LOW DENSITY PARITY CHECK CODES ON BIPARTITE GRAPHS WITH REED-SOLOMON CONSTITUENT CODES Afanassiev V.B., Davydov A.A., Zyablov V.V. Информационные процессы. 2009. Т. 9. № 4. С. 301-331.;0;Зяблов;В;В;Зяблов В. В.;LOW DENSITY PARITY CHECK CODES ON BIPARTITE GRAPHS WITH REED-SOLOMON CONSTITUENT CODES Afanassiev V.B., Davydov A.A., Zyablov V.V. Информационные процессы. 2009. Т. 9. № 4. С. 301-331. ;2009    ;;2009    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
46;ОЦЕНКА МИНИМАЛЬНОЙ ДЛИНЫ ЦИКЛОВ КВАЗИЦИКЛИЧЕСКИХ РЕГУЛЯРНЫХ КОДОВ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК НА ЧЕТНОСТЬ Иванов Ф.И., Зяблов В.В., Потапов В.Г. Информационно-управляющие системы. 2012. № 3. С. 42-45.;1;Зяблов;В;В;Зяблов В. В.;ОЦЕНКА МИНИМАЛЬНОЙ ДЛИНЫ ЦИКЛОВ КВАЗИЦИКЛИЧЕСКИХ РЕГУЛЯРНЫХ КОДОВ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК НА ЧЕТНОСТЬ Иванов Ф.И., Зяблов В.В., Потапов В.Г. Информационно-управляющие системы. 2012. № 3. С. 42-45. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
47;ON (PARTIAL) UNIT MEMORY CODES BASED ON GABIDULIN CODES Wachter A., Bossert M., Sidorenko V.R., Zyablov V.V. Problems of Information Transmission. 2011. Т. 47. № 2. С. 117-129.;3;Зяблов;В;В;Зяблов В. В.;ON (PARTIAL) UNIT MEMORY CODES BASED ON GABIDULIN CODES Wachter A., Bossert M., Sidorenko V.R., Zyablov V.V. Problems of Information Transmission. 2011. Т. 47. № 2. С. 117-129. ;2011    ;;2011    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
48;"OPTIMAL THRESHOLD-BASED MULTI-TRIAL ERROR/ERASURE DECODING WITH THE GURUSWAMI-SUDAN ALGORITHM Senger C., Sidorenko V.R., Bossert M., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings Сер. ""2011 IEEE International Symposium on Information Theory Proceedings, ISIT 2011"" 2011. С. 845-849.";1;Зяблов;В;В;Зяблов В. В.;"OPTIMAL THRESHOLD-BASED MULTI-TRIAL ERROR/ERASURE DECODING WITH THE GURUSWAMI-SUDAN ALGORITHM Senger C., Sidorenko V.R., Bossert M., Zyablov V.V. В сборнике: IEEE International Symposium on Information Theory - Proceedings Сер. ""2011 IEEE International Symposium on Information Theory Proceedings, ISIT 2011"" 2011. С. 845-849. ";2011    2011;2011;2011;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
49;BOUNDS ON THE MINIMUM CODE DISTANCE FOR NONBINARY CODES BASED ON BIPARTITE GRAPHS Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2011. Т. 47. № 4. С. 327-341.;3;Зяблов;В;В;Зяблов В. В.;BOUNDS ON THE MINIMUM CODE DISTANCE FOR NONBINARY CODES BASED ON BIPARTITE GRAPHS Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2011. Т. 47. № 4. С. 327-341. ;2011    ;;2011    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
50;CODES FOR MIMO TRANSMISSION BASED ON ORTHOGONAL SEQUENCES Kreshchuk A.A., Davydov A.A., Zyablov V.V. Problems of Information Transmission. 2011. Т. 47. № 4. С. 305-326.;1;Зяблов;В;В;Зяблов В. В.;CODES FOR MIMO TRANSMISSION BASED ON ORTHOGONAL SEQUENCES Kreshchuk A.A., Davydov A.A., Zyablov V.V. Problems of Information Transmission. 2011. Т. 47. № 4. С. 305-326. ;2011    ;;2011    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
51;РАЗРАБОТКА И ИССЛЕДОВАНИЕ СИГНАЛЬНО-КОДОВЫХ КОНСТРУКЦИЙ ДЛЯ ПЕРЕДАЧИ И ЗАЩИТЫ МЕНЯЮЩИХСЯ ИЗОБРАЖЕНИЙ Зяблов В.В. отчет о НИР  № 02.514.11.4025 от 18.05.2007 (Министерство образования и науки РФ);0;Зяблов;В;В;Зяблов В. В.;РАЗРАБОТКА И ИССЛЕДОВАНИЕ СИГНАЛЬНО-КОДОВЫХ КОНСТРУКЦИЙ ДЛЯ ПЕРЕДАЧИ И ЗАЩИТЫ МЕНЯЮЩИХСЯ ИЗОБРАЖЕНИЙ Зяблов В.В. отчет о НИР  № 02.514.11.4025 от 18.05.2007 (Министерство образования и науки РФ) ;    2007;;    2007;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
52;АЛГОРИТМ ДЕКОДИРОВАНИЯ КОДОВ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК НА ЧЕТНОСТЬ С БОЛЬШИМ РАСПАРАЛЛЕЛИВАНИЕМ Иванов Ф.И., Жилин И.В., Зяблов В.В. Информационно-управляющие системы. 2012. № 6 (61). С. 53-59.;0;Зяблов;В;В;Зяблов В. В.;АЛГОРИТМ ДЕКОДИРОВАНИЯ КОДОВ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК НА ЧЕТНОСТЬ С БОЛЬШИМ РАСПАРАЛЛЕЛИВАНИЕМ Иванов Ф.И., Жилин И.В., Зяблов В.В. Информационно-управляющие системы. 2012. № 6 (61). С. 53-59. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
53;ОЦЕНКА АКТИВНЫХ РАССТОЯНИЙ СВЕРТОЧНЫХ КОДОВ (ЧАСТИЧНО) ЕДИНИЧНОЙ ПАМЯТИ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК Зяблов В.В., Кондрашов К.А., Скопинцев О.Д. Информационные процессы. 2012. Т. 12. № 4. С. 372-388.;0;Зяблов;В;В;Зяблов В. В.;ОЦЕНКА АКТИВНЫХ РАССТОЯНИЙ СВЕРТОЧНЫХ КОДОВ (ЧАСТИЧНО) ЕДИНИЧНОЙ ПАМЯТИ С МАЛОЙ ПЛОТНОСТЬЮ ПРОВЕРОК Зяблов В.В., Кондрашов К.А., Скопинцев О.Д. Информационные процессы. 2012. Т. 12. № 4. С. 372-388. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
54;ОЦЕНКА ВЕРОЯТНОСТИ ОШИБОЧНОГО ДЕКОДИРОВАНИЯ ОБОБЩЕННЫХ КОДОВ С ЛОКАЛИЗАЦИЕЙ ОШИБОК Зяблов В.В., Кобозева И.Г. Информационно-управляющие системы. 2013. № 1 (62). С. 47-53.;0;Зяблов;В;В;Зяблов В. В.;ОЦЕНКА ВЕРОЯТНОСТИ ОШИБОЧНОГО ДЕКОДИРОВАНИЯ ОБОБЩЕННЫХ КОДОВ С ЛОКАЛИЗАЦИЕЙ ОШИБОК Зяблов В.В., Кобозева И.Г. Информационно-управляющие системы. 2013. № 1 (62). С. 47-53. ;2013    ;;2013    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
55;ИССЛЕДОВАНИЕ СИГНАЛЬНО-КОДОВЫХ КОНСТРУКЦИЙ НА ОСНОВЕ ТРЕХМЕРНЫХ КОДОВ С ЛОКАЛИЗАЦИЕЙ ОШИБОК Кобозева И.Г., Зяблов В.В. Информационные процессы. 2013. Т. 13. № 1. С. 1-18.;1;Зяблов;В;В;Зяблов В. В.;ИССЛЕДОВАНИЕ СИГНАЛЬНО-КОДОВЫХ КОНСТРУКЦИЙ НА ОСНОВЕ ТРЕХМЕРНЫХ КОДОВ С ЛОКАЛИЗАЦИЕЙ ОШИБОК Кобозева И.Г., Зяблов В.В. Информационные процессы. 2013. Т. 13. № 1. С. 1-18. ;2013    ;;2013    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
56;ПРОЕКТ «КОНТИНЕНТ» – НОВЫЙ ПОДХОД ДЛЯ ПЕРЕДАЧИ ДАННЫХ ПО МАГИСТРАЛЬНЫМ ВОЛС Некучаев А.О., Зяблов В.В. Фотон-экспресс. 2008. № 3 (67). С. 40-42.;2;Зяблов;В;В;Зяблов В. В.;ПРОЕКТ «КОНТИНЕНТ» – НОВЫЙ ПОДХОД ДЛЯ ПЕРЕДАЧИ ДАННЫХ ПО МАГИСТРАЛЬНЫМ ВОЛС Некучаев А.О., Зяблов В.В. Фотон-экспресс. 2008. № 3 (67). С. 40-42. ;2008    ;;2008    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
57;ON THE ACTIVE DISTANCES OF PARTIAL UNIT MEMORY CODES BASED ON LDPC CODES Zyablov V.V., Kondrashov K.A., Skopintsev O.D. Journal of Communications Technology and Electronics. 2013. Т. 58. № 6. С. 636-647.;0;Зяблов;В;В;Зяблов В. В.;ON THE ACTIVE DISTANCES OF PARTIAL UNIT MEMORY CODES BASED ON LDPC CODES Zyablov V.V., Kondrashov K.A., Skopintsev O.D. Journal of Communications Technology and Electronics. 2013. Т. 58. № 6. С. 636-647. ;2013    ;;2013    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
58;INVESTIGATION OF SIGNAL-CODE STRUCTURES BASED ON 3D ERROR-LOCATING CODES Kobozeva I.G., Zyablov V.V. Journal of Communications Technology and Electronics. 2013. Т. 58. № 6. С. 648-660.;7;Зяблов;В;В;Зяблов В. В.;INVESTIGATION OF SIGNAL-CODE STRUCTURES BASED ON 3D ERROR-LOCATING CODES Kobozeva I.G., Zyablov V.V. Journal of Communications Technology and Electronics. 2013. Т. 58. № 6. С. 648-660. ;2013    ;;2013    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
59;MULTIPLE ACCESS SYSTEM FOR A VECTOR DISJUNCTIVE CHANNEL Osipov D.S., Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2012. Т. 48. № 3. С. 243-249.;15;Зяблов;В;В;Зяблов В. В.;MULTIPLE ACCESS SYSTEM FOR A VECTOR DISJUNCTIVE CHANNEL Osipov D.S., Frolov A.A., Zyablov V.V. Problems of Information Transmission. 2012. Т. 48. № 3. С. 243-249. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
60;A SIGNAL-CODE CONSTRUCTION FOR A MULTIPLE-ACCESS SYSTEM USING A VECTOR CHANNEL WITH AN ADDITIVE WHITE GAUSSIAN NOISE Zyablov V.V., Frolov A.A. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 953-957.;2;Зяблов;В;В;Зяблов В. В.;A SIGNAL-CODE CONSTRUCTION FOR A MULTIPLE-ACCESS SYSTEM USING A VECTOR CHANNEL WITH AN ADDITIVE WHITE GAUSSIAN NOISE Zyablov V.V., Frolov A.A. Journal of Communications Technology and Electronics. 2012. Т. 57. № 8. С. 953-957. ;2012    ;;2012    ;0;;"Институт проблем передачи информации  им. А.А.Харкевича  Российской академии наук
"
